2017-06-07 10:15:39 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-07 10:15:39  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-07 10:21:19  0  0      0 12018912  97040 2983628    0    0     0     0  160  315  0  0 100  0  0
2017-06-07 10:21:20  0  0      0 12018880  97040 2983628    0    0     0     0  163  296  0  0 100  0  0
2017-06-07 10:21:21  0  0      0 12018912  97040 2983632    0    0     0     0  158  282  0  0 100  0  0
2017-06-07 10:21:22  0  0      0 12018912  97040 2983632    0    0     0     0  129  248  0  0 100  0  0
2017-06-07 10:21:23  0  0      0 12018912  97040 2983632    0    0     0     0  142  264  0  0 100  0  0
2017-06-07 10:21:24  0  0      0 12018912  97040 2983632    0    0     0     0  187  366  0  0 100  0  0
2017-06-07 10:21:25  0  0      0 12018880  97040 2983632    0    0     0     0  225  426  0  0 100  0  0
2017-06-07 10:21:26  0  0      0 12018912  97048 2983632    0    0     0    12  186  346  0  0 100  0  0
2017-06-07 10:21:27  0  0      0 12018912  97048 2983632    0    0     0     0  166  304  0  0 100  0  0
2017-06-07 10:21:28  0  0      0 12018944  97048 2983632    0    0     0     0  103  215  0  0 100  0  0
2017-06-07 10:21:29  0  0      0 12018944  97048 2983632    0    0     0     0  136  262  0  0 100  0  0
2017-06-07 10:21:30  0  0      0 12018944  97048 2983636    0    0     0     0  152  279  0  0 100  0  0
2017-06-07 10:21:31  0  0      0 12018976  97048 2983636    0    0     0     0  190  355  0  0 100  0  0
2017-06-07 10:21:32  0  0      0 12018976  97048 2983636    0    0     0     0  329  625  0  0 100  0  0
2017-06-07 10:21:33  0  0      0 12018912  97048 2983636    0    0     0     0  304  590  0  0 100  0  0
2017-06-07 10:21:34  0  0      0 12018880  97048 2983636    0    0     0     0  200  366  0  0 100  0  0
2017-06-07 10:21:35  0  0      0 12018848  97056 2983636    0    0     0    12  153  285  0  0 100  0  0
2017-06-07 10:21:36 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-07 10:21:36  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-07 10:21:36  1  0      0 12018848  97056 2983636    0    0     0     0  113  229  0  0 100  0  0
2017-06-07 10:21:37  0  0      0 12018880  97056 2983640    0    0     0     0  165  354  0  0 100  0  0
2017-06-07 10:21:38  0  0      0 12018848  97056 2983640    0    0     0     0  264  360  0  0 100  0  0
2017-06-07 10:21:39  0  0      0 12018880  97056 2983644    0    0     0     0  231  383  0  0 100  0  0
2017-06-07 10:21:40  0  0      0 12018912  97056 2983644    0    0     0     0  252  440  0  0 100  0  0
2017-06-07 10:21:41  0  0      0 12018912  97056 2983644    0    0     0     0  177  343  0  0 100  0  0
2017-06-07 10:21:42  0  0      0 12018912  97064 2983644    0    0     0    80  186  323  0  0 100  0  0
2017-06-07 10:21:43  0  0      0 12018880  97064 2983644    0    0     0     0  208  327  0  0 100  0  0
2017-06-07 10:21:44  0  0      0 12018912  97064 2983644    0    0     0     0  175  319  0  0 100  0  0
2017-06-07 10:21:45  0  0      0 12018912  97064 2983644    0    0     0     0  141  283  0  0 100  0  0
2017-06-07 10:21:46  0  0      0 12018928  97064 2983644    0    0     0     0  139  279  0  0 100  0  0
2017-06-07 10:21:47  0  0      0 12018912  97064 2983644    0    0     0    40  192  365  0  0 100  0  0
2017-06-07 10:21:48  0  0      0 12018944  97064 2983648    0    0     0     0  240  474  0  0 100  0  0
2017-06-07 10:21:49  0  0      0 12018912  97064 2983648    0    0     0     0  228  443  0  0 100  0  0
2017-06-07 10:21:50  0  0      0 12018944  97064 2983648    0    0     0     0  210  391  0  0 100  0  0
2017-06-07 10:21:51  0  0      0 12018944  97064 2983648    0    0     0     0  153  299  0  0 100  0  0
2017-06-07 10:21:52  1  0      0 12018944  97072 2983640    0    0     0   104  164  301  0  0 100  0  0
2017-06-07 10:21:53  0  0      0 12018912  97072 2983648    0    0     0     0  164  279  0  0 100  0  0
2017-06-07 10:21:54  0  0      0 12018912  97072 2983648    0    0     0     0  142  262  0  0 100  0  0
2017-06-07 10:21:55  0  0      0 12018912  97072 2983648    0    0     0     0  194  357  0  0 100  0  0
2017-06-07 10:21:56  0  0      0 12018880  97072 2983648    0    0     0     0  184  346  0  0 100  0  0
2017-06-07 10:21:57 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-07 10:21:57  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-07 10:21:57  0  0      0 12018848  97072 2983652    0    0     0     0  229  342  0  0 100  0  0
2017-06-07 10:21:58  0  0      0 12018848  97080 2983652    0    0     0    60  149  266  0  0 100  0  0
2017-06-07 10:21:59  0  0      0 12018848  97080 2983652    0    0     0    36  134  215  0  0 100  0  0
2017-06-07 10:22:00  0  0      0 12019144  97080 2983652    0    0     0     0  378  817  1  0 99  0  0
2017-06-07 10:22:01  0  0      0 12018112  97080 2983652    0    0     0     0  296  410  0  0 100  0  0
2017-06-07 10:22:02  0  0      0 12018340  97080 2983568    0    0     0     0  183  356  0  0 100  0  0
2017-06-07 10:22:03  0  0      0 12018340  97080 2983568    0    0     0     0  365  604  0  0 100  0  0
2017-06-07 10:22:04  0  0      0 12018372  97088 2983560    0    0     0    64  258  455  0  0 100  0  0
2017-06-07 10:22:05  1  0      0 12016852  97088 2983568    0    0     0     0 1337 2679  3  0 97  0  0
2017-06-07 10:22:06  0  0      0 12016732  97088 2983568    0    0     0    64 11176 22590 19  1 80  0  0
2017-06-07 10:22:07  0  0      0 12016064  97088 2983572    0    0     0     0 10710 21875 18  1 81  0  0
2017-06-07 10:22:08 16  0      0 12014440  97088 2983508    0    0   256   288 9296 26613 20  2 79  0  0
2017-06-07 10:22:09  1  0      0 12013760  97088 2983780    0    0     0     0 8421 24871 19  1 80  0  0
2017-06-07 10:22:10 16  0      0 12013548  97088 2983780    0    0     0     0 10837 22310 20  1 79  0  0
2017-06-07 10:22:11 16  0      0 12014316  97088 2983716    0    0     0     0 10068 21405 18  1 81  0  0
2017-06-07 10:22:12  0  0      0 12014368  97096 2983716    0    0     0    96 9933 24454 20  1 79  0  0
2017-06-07 10:22:13  0  0      0 12014364  97096 2983720    0    0     0     0 10610 22151 18  1 80  0  0
2017-06-07 10:22:14  0  0      0 12013844  97096 2983720    0    0     0     0 10667 23028 19  1 80  0  0
2017-06-07 10:22:15  1  0      0 12013852  97096 2983720    0    0     0     0 11689 23270 19  1 80  0  0
2017-06-07 10:22:16  0  0      0 11988972  97096 2983808    0    0    16     0 8601 17181 11  2 87  0  0
2017-06-07 10:22:17  0  0      0 11988256  97096 2983892    0    0     0    84  563  943  1  0 99  0  0
2017-06-07 10:22:18 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-07 10:22:18  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-07 10:22:18  1  0      0 11988224  97104 2983892    0    0     0    56  510  962  1  0 99  0  0
2017-06-07 10:22:19  0  0      0 11988192  97104 2983892    0    0     0     0  400  687  0  0 100  0  0
2017-06-07 10:22:20  0  0      0 11988192  97104 2983892    0    0     0     0  662 1101  0  0 99  0  0
2017-06-07 10:22:21  0  0      0 11988192  97104 2983892    0    0     0     0  365  623  0  0 100  0  0
2017-06-07 10:22:22  0  0      0 11988436  97104 2983892    0    0     0     0  490  917  1  0 99  0  0
2017-06-07 10:22:23  0  0      0 11988220  97104 2983892    0    0     0    48  479  888  1  0 99  0  0
2017-06-07 10:22:24  0  0      0 11988316  97104 2983892    0    0     0     0  490  905  1  0 99  0  0
2017-06-07 10:22:25  0  0      0 11988672  97104 2983896    0    0     0     0  337  558  1  0 99  0  0
2017-06-07 10:22:26  0  0      0 11988504  97104 2983896    0    0     0     0  526 1215  1  0 99  0  0
2017-06-07 10:22:27  0  0      0 11988472  97112 2983896    0    0     0    44  346  899  0  0 100  0  0
2017-06-07 10:22:28  0  0      0 11988472  97112 2983896    0    0     0     0  444 1343  1  0 99  0  0
2017-06-07 10:22:29  0  0      0 11988344  97112 2983896    0    0     0    36  511 1034  1  0 99  0  0
2017-06-07 10:22:30  0  0      0 11988892  97112 2983896    0    0     0     0  486  952  1  0 99  0  0
2017-06-07 10:22:31  0  0      0 11988564  97112 2983896    0    0     0     0  282  778  0  0 100  0  0
2017-06-07 10:22:32  0  0      0 11988580  97112 2983896    0    0     0     0  427 1259  1  0 99  0  0
2017-06-07 10:22:33  0  0      0 11988596  97112 2983896    0    0     0     0  323  859  0  0 100  0  0
2017-06-07 10:22:34  0  0      0 11988596  97112 2983900    0    0     0     0  621 1587  1  0 99  0  0
2017-06-07 10:22:35  0  0      0 11988564  97120 2983900    0    0     0    60  519 1486  0  0 100  0  0
2017-06-07 10:22:36  0  0      0 11988596  97120 2983900    0    0     0     0  530 1410  1  0 99  0  0
2017-06-07 10:22:37  0  0      0 11988596  97120 2983900    0    0     0     0  293  797  0  0 100  0  0
2017-06-07 10:22:38  0  0      0 11988596  97120 2983900    0    0     0    36  440 1294  1  0 99  0  0
2017-06-07 10:22:39 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-07 10:22:39  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-07 10:22:39  1  0      0 11988596  97136 2983884    0    0     0   132  285  772  0  0 99  0  0
2017-06-07 10:22:40  0  0      0 11988564  97136 2983904    0    0     0     0  465 1341  1  0 99  0  0
2017-06-07 10:22:41  0  0      0 11988564  97136 2983904    0    0     0     0  624 1333  0  0 99  0  0
2017-06-07 10:22:42  0  0      0 11988564  97136 2983904    0    0     0     0  555 1516  1  0 99  0  0
2017-06-07 10:22:43  0  0      0 11988564  97136 2983908    0    0     0    44  335  859  0  0 100  0  0
2017-06-07 10:22:44  0  0      0 11988564  97136 2983908    0    0     0     0  488 1010  1  0 99  0  0
2017-06-07 10:22:45  0  0      0 11988564  97144 2983900    0    0     0    84  711 1183  0  0 99  0  0
2017-06-07 10:22:46  0  0      0 11988464  97144 2983920    0    0     0     0  603 1350  0  0 99  0  0
2017-06-07 10:22:47  0  0      0 11988464  97144 2983920    0    0     0     0  440 1340  0  0 99  0  0
2017-06
