threadID,timestamp,op,totalops,totalerrors,ops,sampleDuration_us,sampleOps,mean_us,min_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,max_us
9,1496743591,LOAD_LINKS_BULK,4133,0,4133,201616,4133,27103.31187999032,4150,16207,21027,31147,47760,59971,98325,239523
9,1496743591,LOAD_COUNTS_BULK,783,0,783,201616,783,109340.53256704981,16270,48311,81395,144318,241370,289473,350587,403816
9,1496743591,LOAD_LINKS_BULK_NLINKS,4133,0,4133,201616,4133,1023.8211952576821,285,1024,1024,1024,1024,1024,1024,1024
9,1496743591,LOAD_COUNTS_BULK_NLINKS,783,0,783,201616,783,1023.5581098339719,678,1024,1024,1024,1024,1024,1024,1024
0,1496743591,LOAD_LINKS_BULK,4090,0,4090,201479,4090,27649.18630806846,9424,16385,21437,31820,48354,61948,102518,227185
0,1496743591,LOAD_COUNTS_BULK,764,0,764,201479,764,110570.777486911,20481,48148,81626,144218,247654,287506,356162,458392
0,1496743591,LOAD_LINKS_BULK_NLINKS,4090,0,4090,201479,4090,1023.9941320293399,1000,1024,1024,1024,1024,1024,1024,1024
0,1496743591,LOAD_COUNTS_BULK_NLINKS,764,0,764,201479,764,1023.4214659685864,582,1024,1024,1024,1024,1024,1024,1024
6,1496743591,LOAD_LINKS_BULK,4297,0,4297,202269,4297,27281.38515243193,8836,16419,21555,31669,47851,59442,97898,261621
6,1496743591,LOAD_COUNTS_BULK,732,0,732,202269,732,110634.56284153006,15642,45809,81527,149120,242246,282847,345374,416488
6,1496743591,LOAD_LINKS_BULK_NLINKS,4297,0,4297,202269,4297,1023.9211077495927,685,1024,1024,1024,1024,1024,1024,1024
6,1496743591,LOAD_COUNTS_BULK_NLINKS,732,0,732,202269,732,1023.7459016393443,838,1024,1024,1024,1024,1024,1024,1024
8,1496743591,LOAD_LINKS_BULK,4286,0,4286,202057,4286,26934.847643490433,8796,16294,21279,30600,46321,57946,99811,264934
8,1496743591,LOAD_COUNTS_BULK,751,0,751,202057,751,109898.41677762983,15152,46105,76710,149482,250801,289377,380529,430319
8,1496743591,LOAD_LINKS_BULK_NLINKS,4286,0,4286,202057,4286,1023.8810079328046,514,1024,1024,1024,1024,1024,1024,1024
8,1496743591,LOAD_COUNTS_BULK_NLINKS,751,0,751,202057,751,1022.8655126498003,172,1024,1024,1024,1024,1024,1024,1024
1,1496743591,LOAD_LINKS_BULK,4281,0,4281,201700,4281,26975.49194113525,1249,16232,21095,31395,47427,57516,98263,261795
1,1496743591,LOAD_COUNTS_BULK,746,0,746,201700,746,110299.90482573726,16630,48070,81124,150826,241635,283385,368863,419993
1,1496743591,LOAD_LINKS_BULK_NLINKS,4281,0,4281,201700,4281,1023.7743517869657,58,1024,1024,1024,1024,1024,1024,1024
1,1496743591,LOAD_COUNTS_BULK_NLINKS,746,0,746,201700,746,1023.5120643431635,660,1024,1024,1024,1024,1024,1024,1024
5,1496743598,LOAD_LINKS_BULK,5143,0,5143,208825,5143,24754.167023138245,2862,14720,19479,28046,44555,55669,91946,253084
5,1496743598,LOAD_COUNTS_BULK,757,0,757,208825,757,101616.06605019815,3641,43639,72852,131943,235151,275859,345164,392618
5,1496743598,LOAD_LINKS_BULK_NLINKS,5143,0,5143,208825,5143,1023.826560373323,132,1024,1024,1024,1024,1024,1024,1024
5,1496743598,LOAD_COUNTS_BULK_NLINKS,757,0,757,208825,757,1022.7727873183619,95,1024,1024,1024,1024,1024,1024,1024
10,1496743827,LOAD_NODE_BULK,9766,0,9766,434205,9766,41545.76817530207,16635,21301,25162,46935,83351,119816,197077,383622
