threadID,timestamp,op,totalops,totalerrors,ops,sampleDuration_us,sampleOps,mean_us,min_us,p25_us,p50_us,p75_us,p90_us,p95_us,p99_us,max_us
72,1496816019,MULTIGET_LINK,183,0,183,1800047,183,48295.18032786885,199,545,3432,66259,142507,245123,496361,622635
89,1496816019,MULTIGET_LINK,186,0,186,1800084,186,49995.99462365591,219,531,3124,22234,150824,253205,656644,1334346
82,1496816019,GET_LINKS_LIST,17051,0,17051,1800045,10000,29270.5075,0,500,1322,6922,122139,152114,365063,2125023
72,1496816019,GET_LINKS_LIST,16906,0,16906,1800047,10000,29492.4965,0,501,1334,6631,123306,146686,353844,1209767
78,1496816019,GET_LINKS_LIST,16828,0,16828,1800042,10000,30588.9179,0,518,1394,6867,124479,150805,361893,1684941
82,1496816019,COUNT_LINK,1622,0,1622,1800045,1622,17891.69235511714,127,248,603,3128,48535,127862,252079,789097
72,1496816019,COUNT_LINK,1613,0,1613,1800047,1613,20800.88034717917,115,252,607,2810,104577,131691,266432,992163
78,1496816019,COUNT_LINK,1667,0,1667,1800042,1667,22763.898620275944,109,257,599,3453,114985,133723,285103,973599
82,1496816019,UPDATE_LINK,2699,0,2699,1800045,2699,76880.6532048907,1054,7046,15285,125733,245084,289472,576747,1277587
89,1496816019,GET_LINKS_LIST,16586,0,16586,1800084,10000,28984.8574,0,501,1360,6838,122068,147523,334191,1657092
78,1496816019,UPDATE_LINK,2702,0,2702,1800042,2702,73538.52109548483,1024,6719,14127,122107,239918,305590,602560,1276480
72,1496816019,UPDATE_LINK,2648,0,2648,1800047,2648,74011.67938066465,947,6851,14838,121803,228581,279761,605219,1372134
82,1496816019,ADD_LINK,2834,0,2834,1800045,2834,78278.93330980945,1164,6676,14566,125592,246905,311444,632668,1649071
89,1496816019,COUNT_LINK,1612,0,1612,1800084,1612,18394.67245657568,123,253,587,3014,88991,127904,265379,799772
78,1496816019,ADD_LINK,3003,0,3003,1800042,3003,75597.53113553114,1027,6869,13948,123028,244848,315444,605207,1312947
82,1496816019,RANGE_SIZE,17051,0,17051,1800045,10000,75.7004,0,1,1,19,37,51,225,10000
82,1496816019,ADD_NODE,879,0,879,1800045,879,87186.95108077361,1152,6812,19949,135018,259199,354993,554840,967203
89,1496816019,UPDATE_LINK,2646,0,2646,1800084,2646,75485.99811035526,1036,6992,15094,123630,237861,304995,633037,1086408
72,1496816019,ADD_LINK,2934,0,2934,1800047,2934,77864.10974778459,1117,6907,15068,125474,242283,293628,623711,1224566
78,1496816019,RANGE_SIZE,16828,0,16828,1800042,10000,68.6018,0,1,1,19,38,48,163,10000
78,1496816019,ADD_NODE,864,0,864,1800042,864,85115.71296296296,788,6425,20649,133770,251022,317810,574456,955273
72,1496816019,RANGE_SIZE,16906,0,16906,1800047,10000,67.6793,0,1,1,19,38,52,165,10000
82,1496816019,UPDATE_NODE,2440,0,2440,1800045,2440,98112.28729508197,155,5117,20415,142223,272913,388690,635687,922916
82,1496816019,DELETE_NODE,324,0,324,1800045,324,85533.72222222222,163,5225,19153,129130,257487,331456,581352,973045
72,1496816019,ADD_NODE,905,0,905,1800047,905,90257.98011049724,817,7465,21296,136740,265609,367015,610551,766543
78,1496816019,UPDATE_NODE,2420,0,2420,1800042,2420,100811.26570247934,159,5759,23763,143634,276451,388519,614852,1412409
89,1496816019,ADD_LINK,2890,0,2890,1800084,2890,75462.46470588235,1074,6979,14632,123172,239167,290623,586331,1499272
82,1496816019,GET_NODE,4282,0,4282,1800045,4282,86502.96870621205,109,684,13684,133046,262275,367584,558437,1039867
78,1496816019,DELETE_NODE,325,0,325,1800042,325,105663.0123076923,182,7320,20416,146584,303909,406143,714361,920385
72,1496816019,UPDATE_NODE,2464,0,2464,1800047,2464,101450.41396103895,156,6540,24204,144789,273059,387646,630569,1107451
72,1496816019,DELETE_NODE,312,0,312,1800047,312,82989.50961538461,188,4703,17703,139080,260823,314433,501893,684874
89,1496816019,RANGE_SIZE,16586,0,16586,1800084,10000,74.4149,0,1,1,19,38,55,243,10000
89,1496816019,ADD_NODE,829,0,829,1800084,829,97765.20989143546,740,8931,24773,141834,280554,381180,613005,716364
78,1496816019,GET_NODE,4368,0,4368,1800042,4368,88678.17261904762,110,734,14213,134510,263926,370768,597364,1346969
72,1496816019,GET_NODE,4264,0,4264,1800047,4264,87440.25938086303,111,673,13217,132982,264175,364202,566124,1038751
89,1496816019,UPDATE_NODE,2443,0,2443,1800084,2443,101952.22267703644,155,6375,25804,142673,276481,393549,615840,1255095
89,1496816019,DELETE_NODE,360,0,360,1800084,360,99188.90555555555,151,5344,18759,144997,263447,385273,617274,831929
89,1496816019,GET_NODE,4315,0,4315,1800084,4315,88413.36431054461,101,753,13588,133162,261643,380670,593786,1190946
61,1496816019,MULTIGET_LINK,173,0,173,1800084,173,45065.39306358381,220,621,1962,16426,136413,238042,624884,686063
61,1496816019,GET_LINKS_LIST,17217,0,17217,1800084,10000,29443.2491,0,496,1264,6333,122640,148824,349174,1210161
61,1496816019,COUNT_LINK,1708,0,1708,1800084,1708,18795.384074941452,119,243,537,2854,102741,129029,259901,911555
61,1496816019,UPDATE_LINK,2682,0,2682,1800084,2682,70913.8057419836,1342,7306,15111,121048,218095,277877,543520,1294825
26,1496816019,MULTIGET_LINK,193,0,193,1800073,193,46467.19170984456,236,593,2159,19649,134645,238124,779370,1089607
61,1496816019,ADD_LINK,2965,0,2965,1800084,2965,73038.86003372681,1103,7007,13923,118130,239376,289352,656744,1224633
61,1496816019,RANGE_SIZE,17217,0,17217,1800084,10000,61.4455,0,1,1,19,38,48,158,10000
61,1496816019,ADD_NODE,839,0,839,1800084,839,85177.07270560191,888,7226,21044,135812,254133,348702,542109,780937
61,1496816019,UPDATE_NODE,2465,0,2465,1800084,2465,100799.53387423935,154,5695,23467,141708,275375,384679,635980,1068324
61,1496816019,DELETE_NODE,355,0,355,1800084,355,84309.35211267606,132,4856,18424,133434,262494,323489,484286,551987
26,1496816019,GET_LINKS_LIST,17248,0,17248,1800073,10000,28414.9268,0,511,1329,6807,121938,147954,316376,939170
61,1496816019,GET_NODE,4446,0,4446,1800084,4446,88074.02474134053,117,786,13236,133998,267611,367134,576523,1264327
26,1496816019,COUNT_LINK,1640,0,1640,1800073,1640,18003.888414634148,115,260,572,2879,99033,125824,249155,546952
26,1496816019,UPDATE_LINK,2742,0,2742,1800073,2742,75345.39022611233,1041,6979,14106,121548,244675,312405,610544,1187962
26,1496816019,ADD_LINK,3091,0,3091,1800073,3091,73754.38660627628,1011,6930,14514,123034,234883,280679,621004,1058721
29,1496816019,MULTIGET_LINK,183,0,183,1800088,183,38958.284153005465,214,538,2477,15043,133267,149416,515665,680610
17,1496816019,MULTIGET_LINK,159,0,159,1800092,159,32396.11320754717,274,724,2255,15036,128787,151573,286956,417435
44,1496816019,MULTIGET_LINK,162,0,162,1800097,162,27722.432098765432,211,468,2156,9189,121239,146298,257543,260309
17,1496816019,GET_LINKS_LIST,17019,0,17019,1800092,10000,28206.9039,0,492,1267,6084,121041,142943,340860,1916915
26,1496816019,RANGE_SIZE,17248,0,17248,1800073,10000,56.7137,0,1,1,19,37,51,159,10000
17,1496816019,COUNT_LINK,1660,0,1660,1800092,1660,22252.00843373494,114,257,691,3382,111973,132327,283750,801891
26,1496816019,ADD_NODE,841,0,841,1800073,841,96724.88347205707,823,7222,22495,137854,269410,379646,648048,953206
29,1496816019,GET_LINKS_LIST,16820,0,16820,1800088,10000,30042.9344,0,508,1355,6868,123621,150227,362236,1191550
17,1496816019,UPDATE_LINK,2734,0,2734,1800092,2734,74764.87527432333,940,6936,15169,123314,232087,290207,601061,1355587
26,1496816019,UPDATE_NODE,2469,0,2469,1800073,2469,101034.33090319968,165,6124,24930,143119,276935,389705,638298,1087660
29,1496816019,COUNT_LINK,1611,0,1611,1800088,1611,18708.10055865922,110,246,574,3040,102321,128505,248945,786228
44,1496816019,GET_LINKS_LIST,16854,0,16854,1800097,10000,29722.6245,0,504,1326,6727,123288,150834,358226,1358920
26,1496816019,DELETE_NODE,351,0,351,1800073,351,91028.43874643874,163,6066,21248,136138,273053,338057,420224,628147
17,1496816019,ADD_LINK,3055,0,3055,1800092,3055,75741.9829787234,1286,7314,14735,123777,234334,297629,604911,1155497
44,1496816019,COUNT_LINK,1563,0,1563,1800097,1563,21943.345489443378,119,237,555,2810,109896,134295,289553,1044580
26,1496816019,GET_NODE,4332,0,4332,1800073,4332,87461.20106186518,106,802,14153,132265,262463,370219,571575,1405552
29,1496816019,UPDATE_LINK,2654,0,2654,1800088,2654,72775.06480783723,917,6911,14436,122629,219999,286065,581708,1230382
44,1496816019,UPDATE_LINK,2632,0,2632,1800097,2632,77574.90273556231,1060,6864,15052,124602,245384,295419,595517,1197431
17,1496816019,RANGE_SIZE,17019,0,17019,1800092,10000,64.9508,0,1,1,19,37,46,159,10000
29,1496816019,ADD_LINK,3032,0,3032,1800088,3032,74485.30936675462,1269,7101,15208,123504,239407,294047,549907,1083891
44,1496816019,ADD_LINK,2973,0,2973,1800097,2973,75752.73696602759,1099,6906,14499,124574,240745,298780,592583,1241749
29,1496816019,RANGE_SIZE,16820,0,16820,1800088,10000,63.4332,0,1,1,19,38,52,160,10000
17,1496816019,ADD_NODE,883,0,883,1800092,883,87345.96262740657,804,6972,20431,131179,256028,357965,577979,822717
44,1496816019,RANGE_SIZE,16854,0,16854,1800097,10000,67.8206,0,1,1,19,38,50,203,10000
29,1496816019,ADD_NODE,852,0,852,1800088,852,90835.61854460093,1020,6457,18887,135796,262793,352568,728720,1260397
44,1496816019,ADD_NODE,879,0,879,1800097,879,84551.6678043231,1231,6682,19723,131457,251896,354479,558282,719211
29,1496816019,UPDATE_NODE,2492,0,2492,1800088,2492,102983.69662921349,155,5195,23473,145920,277084,391891,671561,1244941
17,1496816019,UPDATE_NODE,2434,0,2434,1800092,2434,101214.14790468365,172,5402,22639,145751,273562,386494,648183,1178185
29,1496816019,DELETE_NODE,353,0,353,1800088,353,84527.03399433428,130,4719,18279,135834,263880,319598,516308,716717
44,1496816019,UPDATE_NODE,2521,0,2521,1800097,2521,102999.29710432368,173,5654,23111,145871,288569,402395,631774,1162505
17,1496816019,DELETE_NODE,338,0,338,1800092,338,84322.67159763313,139,5218,18426,132634,263859,363695,455673,652163
44,1496816019,DELETE_NODE,362,0,362,1800097,362,100158.36464088398,181,6327,24960,144438,269257,376883,512761,691522
29,1496816019,GET_NODE,4287,0,4287,1800088,4287,87254.61721483555,117,719,13729,133475,260970,366758,581059,1405317
17,1496816019,GET_NODE,4308,0,4308,1800092,4308,87459.42757660167,118,627,12641,132497,265514,369112,606551,1261889
44,1496816019,GET_NODE,4411,0,4411,1800097,4411,84040.76603944684,109,693,13369,129205,259037,366829,572763,963671
46,1496816019,MULTIGET_LINK,165,0,165,1800203,165,45680.781818181815,228,583,3150,15870,163274,261554,406566,457872
80,1496816019,MULTIGET_LINK,177,0,177,1800321,177,47652.45197740113,224,562,2790,45721,144213,211768,673948,717875
13,1496816019,MULTIGET_LINK,152,0,152,1800205,152,68717.02631578948,253,735,3714,114103,246907,321585,683370,1047452
38,1496816019,MULTIGET_LINK,195,0,195,1800322,195,34614.67692307692,216,434,1308,13457,126642,173236,436371,509067
46,1496816019,GET_LINKS_LIST,16991,0,16991,1800203,10000,28618.8724,0,519,1370,6468,122293,147153,302306,1621556
99,1496816019,MULTIGET_LINK,181,0,181,1800300,181,49214.17127071823,172,521,2865,17474,143624,257568,546115,844145
27,1496816019,MULTIGET_LINK,169,0,169,1800056,169,53530.88165680473,204,448,2149,13960,160596,262230,782279,788793
70,1496816019,MULTIGET_LINK,197,0,197,1800334,197,51759.0,209,578,2642,25785,150463,292308,606907,649500
46,1496816019,COUNT_LINK,1724,0,1724,1800203,1724,21082.778422273783,109,271,624,3358,109510,135144,261037,769643
34,1496816019,MULTIGET_LINK,188,0,188,1800210,188,35188.14893617021,212,515,2668,14988,133546,178585,346521,373970
13,1496816019,GET_LINKS_LIST,17250,0,17250,1800205,10000,29458.8749,189,507,1351,6650,123633,148695,356355,1340575
37,1496816019,MULTIGET_LINK,179,0,179,1800313,179,42462.944134078214,236,476,2037,18707,140892,236957,496136,581246
84,1496816019,MULTIGET_LINK,176,0,176,1800339,176,51631.767045454544,212,606,3470,67877,151549,258148,509962,603048
73,1496816019,MULTIGET_LINK,170,0,170,1800085,170,39638.34705882353,214,600,2233,10662,143715,239323,441038,668716
13,1496816019,COUNT_LINK,1681,0,1681,1800205,1681,20716.011302795956,111,243,604,3350,113040,131694,262739,663896
46,1496816019,UPDATE_LINK,2794,0,2794,1800203,2794,74803.13385826771,973,7205,15180,123757,236997,290519,607264,1338414
76,1496816019,MULTIGET_LINK,194,0,194,1800070,194,37701.530927835054,225,491,2098,11398,130839,229493,447874,614824
38,1496816019,GET_LINKS_LIST,17047,0,17047,1800322,10000,28347.2765,0,507,1367,6623,121179,144545,308576,1717523
13,1496816019,UPDATE_LINK,2692,0,2692,1800205,2692,75898.46099554235,1195,6999,14971,123715,239559,302760,654957,1113036
94,1496816019,MULTIGET_LINK,148,0,148,1800364,148,41316.44594594595,238,697,2488,14776,131879,155067,324777,767060
87,1496816019,MULTIGET_LINK,194,0,194,1800083,194,37820.34020618557,224,489,1593,11132,135319,239146,645683,653708
46,1496816019,ADD_LINK,2974,0,2974,1800203,2974,71146.62104909214,1073,6731,14537,118284,220328,280096,604994,1376331
14,1496816019,MULTIGET_LINK,182,0,182,1800339,182,46997.67582417582,207,512,2274,21695,137915,251604,527606,1015127
13,1496816019,ADD_LINK,2992,0,2992,1800205,2992,70482.57921122995,1103,6530,13828,119071,201843,282624,588938,1041466
95,1496816019,MULTIGET_LINK,185,0,185,1800371,185,40232.47027027027,218,499,2050,21895,130813,240663,399535,501072
51,1496816019,MULTIGET_LINK,170,0,170,1800373,170,37300.40588235294,196,506,2319,16132,137398,242022,349899,356162
27,1496816019,GET_LINKS_LIST,16993,0,16993,1800056,10000,28960.0973,0,496,1381,6643,122381,146722,359752,1217441
35,1496816019,MULTIGET_LINK,165,0,165,1800370,165,41217.92121212121,242,549,2651,10565,128215,267915,516962,517864
91,1496816019,MULTIGET_LINK,182,0,182,1800356,182,47255.60989010989,223,681,3328,20469,147423,250748,526672,825082
7,1496816019,MULTIGET_LINK,164,0,164,1800089,164,30551.414634146342,225,603,2118,8567,123564,153723,256223,350107
27,1496816019,COUNT_LINK,1655,0,1655,1800056,1655,20541.18006042296,114,258,607,3548,107170,132573,258446,828451
46,1496816019,RANGE_SIZE,16991,0,16991,1800203,10000,66.1539,0,1,1,19,38,52,180,10000
22,1496816019,MULTIGET_LINK,171,0,171,1800351,171,56926.508771929824,216,553,2239,107103,223661,269326,577397,794521
38,1496816019,COUNT_LINK,1638,0,1638,1800322,1638,19615.546398046397,121,250,609,3453,100994,129956,269991,794602
59,1496816019,MULTIGET_LINK,192,0,192,1800000,192,44725.078125,221,500,2264,19305,135188,233051,387839,680061
80,1496816019,GET_LINKS_LIST,17094,0,17094,1800321,10000,29817.8972,0,503,1303,6626,122515,148097,356232,1355724
19,1496816019,MULTIGET_LINK,197,0,197,1800002,197,43750.710659898476,226,539,2518,25626,139159,233586,406598,557695
41,1496816019,MULTIGET_LINK,177,0,177,1800003,177,39234.84745762712,211,511,2135,17547,133495,233643,316067,490562
94,1496816019,GET_LINKS_LIST,16918,0,16918,1800364,10000,29270.369,0,500,1317,6508,122814,148633,360672,1955227
54,1496816019,MULTIGET_LINK,176,0,176,1800013,176,41953.96022727273,220,573,2822,21615,139253,251880,433363,494780
55,1496816019,MULTIGET_LINK,175,0,175,1800011,175,34292.125714285714,198,457,1389,13172,125451,150842,302290,845000
90,1496816019,MULTIGET_LINK,200,0,200,1800008,200,31325.785,211,560,1800,9068,124378,152513,276717,418204
27,1496816019,UPDATE_LINK,2704,0,2704,1800056,2704,74361.87573964497,1088,6798,14292,121596,234628,306639,586239,1034099
93,1496816019,MULTIGET_LINK,190,0,190,1800015,190,58009.25263157895,231,688,4207,106179,173461,265350,646333,857983
13,1496816019,RANGE_SIZE,17250,0,17250,1800205,10000,36.4934,0,1,1,19,37,42,157,8634
87,1496816019,GET_LINKS_LIST,16917,0,16917,1800083,10000,28507.6441,0,504,1347,6551,122476,146151,313796,1630241
99,1496816019,GET_LINKS_LIST,16951,0,16951,1800300,10000,27364.2963,0,510,1361,6586,121058,143011,280227,1371146
87,1496816019,COUNT_LINK,1516,0,1516,1800083,1516,18749.224274406333,119,243,567,3150,95951,130272,255562,707399
99,1496816019,COUNT_LINK,1696,0,1696,1800300,1696,21282.838443396227,115,244,555,3235,115217,136474,251807,781348
90,1496816019,GET_LINKS_LIST,17131,0,17131,1800008,10000,27672.5071,0,508,1305,6542,122409,147151,302875,1089084
99,1496816019,UPDATE_LINK,2762,0,2762,1800300,2762,74878.72194062274,960,6674,14199,123995,238130,291930,603985,1381840
94,1496816019,COUNT_LINK,1626,0,1626,1800364,1626,22214.946494464944,102,259,604,3201,103191,136954,273664,1309589
90,1496816019,COUNT_LINK,1694,0,1694,1800008,1694,21573.024203069657,109,254,626,3419,108094,134997,272576,907510
91,1496816019,GET_LINKS_LIST,17240,0,17240,1800356,10000,28869.3031,0,509,1323,6488,122322,146089,352983,1168572
99,1496816019,ADD_LINK,3022,0,3022,1800300,3022,73709.8755790867,1057,6740,14288,123073,228210,284795,598332,1351040
94,1496816019,UPDATE_LINK,2617,0,2617,1800364,2617,74342.44898739015,1247,7151,14951,122353,238613,300348,561440,1294539
91,1496816019,COUNT_LINK,1690,0,1690,1800356,1690,20435.142603550295,113,255,620,3146,102987,130775,288520,798496
90,1496816019,UPDATE_LINK,2743,0,2743,1800008,2743,77624.26649653664,1040,7150,15420,125015,241284,304429,585134,1151273
99,1496816019,RANGE_SIZE,16951,0,16951,1800300,10000,72.4255,0,1,1,19,38,50,181,10000
94,1496816019,ADD_LINK,2953,0,2953,1800364,2953,75197.91669488656,1239,6917,14944,121741,243660,317640,616479,1383521
91,1496816019,UPDATE_LINK,2752,0,2752,1800356,2752,75922.8644622093,1096,6968,15138,124325,238118,286204,600568,1029309
37,1496816019,GET_LINKS_LIST,16861,0,16861,1800313,10000,28319.7774,0,494,1301,6417,122030,145261,322080,1070419
54,1496816019,GET_LINKS_LIST,16779,0,16779,1800013,10000,30097.1811,0,502,1354,6947,123583,151734,361866,1437185
42,1496816019,MULTIGET_LINK,168,0,168,1800011,168,34375.744047619046,241,497,1996,12537,130557,155399,267171,827769
37,1496816019,COUNT_LINK,1616,0,1616,1800313,1616,20064.20235148515,115,249,554,3216,104369,129390,264849,999321
91,1496816019,ADD_LINK,3024,0,3024,1800356,3024,71892.91071428571,1098,6893,14319,119117,235302,295720,522407,1371715
22,1496816019,GET_LINKS_LIST,17016,0,17016,1800351,10000,28770.5375,0,505,1308,6559,122197,145600,331931,2329762
37,1496816019,UPDATE_LINK,2767,0,2767,1800313,2767,77559.77556920853,1128,7298,15567,123309,242205,311418,685381,1543892
51,1496816019,GET_LINKS_LIST,17265,0,17265,1800373,10000,28077.7411,0,494,1276,6218,121775,144630,335270,982648
90,1496816019,ADD_LINK,3017,0,3017,1800008,3017,75595.50182300298,1034,6871,14907,124209,241554,301877,556975,1321830
22,1496816019,COUNT_LINK,1617,0,1617,1800351,1617,21990.20779220779,108,263,579,2770,104954,131289,295702,865465
37,1496816019,ADD_LINK,2913,0,2913,1800313,2913,72574.59629248198,1184,6989,14409,123147,231437,287401,545787,1463460
51,1496816019,COUNT_LINK,1658,0,1658,1800373,1658,21126.93003618818,108,242,518,3260,107919,131898,298676,960330
94,1496816019,RANGE_SIZE,16918,0,16918,1800364,10000,64.9217,0,1,1,19,38,49,175,10000
94,1496816019,ADD_NODE,861,0,861,1800364,861,92422.44018583043,1044,7188,22592,138546,262616,372984,559960,723936
99,1496816019,ADD_NODE,822,0,822,1800300,822,85261.78832116789,1219,7018,19347,129494,261197,373267,532413,976388
55,1496816019,GET_LINKS_LIST,16980,0,16980,1800011,10000,28324.5929,0,506,1319,6516,121975,144321,306556,1615800
73,1496816019,GET_LINKS_LIST,17207,0,17207,1800085,10000,28180.336,0,499,1354,6478,121579,144555,304338,1628093
7,1496816019,GET_LINKS_LIST,17261,0,17261,1800089,10000,28838.1652,0,503,1267,6383,122490,144885,320780,1419504
46,1496816019,ADD_NODE,813,0,813,1800203,813,85249.61008610086,866,7695,20478,130940,240026,351162,705673,1054202
41,1496816019,GET_LINKS_LIST,16719,0,16719,1800003,10000,28826.1485,0,498,1340,7053,122182,146363,318107,1076356
7,1496816019,COUNT_LINK,1638,0,1638,1800089,1638,20812.02503052503,114,262,603,3268,113285,133040,250821,1110379
59,1496816019,GET_LINKS_LIST,17264,0,17264,1800000,10000,28003.5802,0,507,1317,6356,121416,147159,300925,1086266
95,1496816019,GET_LINKS_LIST,16758,0,16758,1800371,10000,29402.7811,0,507,1369,6530,122589,151495,354122,1461522
41,1496816019,COUNT_LINK,1644,0,1644,1800003,1644,20852.511557177615,116,243,579,2831,107918,130197,271379,808456
34,1496816019,GET_LINKS_LIST,17087,0,17087,1800210,10000,27577.1729,0,492,1273,6194,121118,144361,288758,1065039
84,1496816019,GET_LINKS_LIST,17088,0,17088,1800339,10000,29503.0415,0,502,1393,7123,123425,144416,326970,1182181
80,1496816019,COUNT_LINK,1668,0,1668,1800321,1668,17523.177458033573,115,250,574,2937,64216,129630,250083,898058
38,1496816019,UPDATE_LINK,2647,0,2647,1800322,2647,79239.36683037401,1130,7181,14981,127639,243025,322927,617868,1065493
84,1496816019,COUNT_LINK,1627,0,1627,1800339,1627,23931.735095267362,114,257,730,3912,117878,141128,289326,656213
27,1496816019,ADD_LINK,3024,0,3024,1800056,3024,73297.57374338624,1112,6729,14447,123906,236507,285467,550537,1253196
80,1496816019,UPDATE_LINK,2670,0,2670,1800321,2670,76309.46629213484,1110,6926,14689,125523,237099,293375,622394,1161968
27,1496816019,RANGE_SIZE,16993,0,16993,1800056,10000,64.6918,0,1,1,19,38,52,160,10000
27,1496816019,ADD_NODE,797,0,797,1800056,797,89886.53701380176,772,7211,21071,136336,256135,358657,655931,944530
80,1496816019,ADD_LINK,2923,0,2923,1800321,2923,69623.34519329456,1168,7168,14455,120954,229941,274061,524693,959691
27,1496816019,UPDATE_NODE,2496,0,2496,1800056,2496,100323.25080128205,159,5525,22062,142727,284286,397937,608110,1173760
27,1496816019,DELETE_NODE,348,0,348,1800056,348,95283.97413793103,155,6004,23605,144109,262256,377674,475397,722101
80,1496816019,RANGE_SIZE,17094,0,17094,1800321,10000,68.6097,0,1,1,19,38,49,198,10000
27,1496816019,GET_NODE,4401,0,4401,1800056,4401,87550.52033628721,112,704,13257,133626,262066,368872,575821,1135309
87,1496816019,UPDATE_LINK,2684,0,2684,1800083,2684,75708.03539493293,1368,7285,15148,123278,239339,297309,610904,1309747
93,1496816019,GET_LINKS_LIST,16997,0,16997,1800015,10000,28245.3119,0,513,1338,6254,122131,148184,344089,1177636
76,1496816019,GET_LINKS_LIST,17196,0,17196,1800070,10000,29400.73,0,504,1366,6660,123425,148263,348396,1159925
70,1496816019,GET_LINKS_LIST,17029,0,17029,1800334,10000,28547.5533,0,504,1336,6491,122510,145720,315366,1845944
87,1496816019,ADD_LINK,3025,0,3025,1800083,3025,74408.30710743801,1160,6811,14994,123396,238600,280884,618310,1296916
19,1496816019,GET_LINKS_LIST,16950,0,16950,1800002,10000,30473.3594,0,505,1398,6937,123200,153453,363312,1239192
35,1496816019,GET_LINKS_LIST,16411,0,16411,1800370,10000,29689.4489,0,499,1302,6635,123355,151137,365849,1066576
13,1496816019,ADD_NODE,826,0,826,1800205,826,94687.80508474576,1076,6907,19387,138642,277579,382535,635393,791202
70,1496816019,COUNT_LINK,1580,0,1580,1800334,1580,20063.374683544305,116,241,513,2987,109279,128666,264266,578440
14,1496816019,GET_LINKS_LIST,16972,0,16972,1800339,10000,28839.4542,0,506,1274,6384,122077,146569,358678,1132622
76,1496816019,COUNT_LINK,1707,0,1707,1800070,1707,21099.209724663153,110,240,598,3630,109284,130057,262259,755595
13,1496816019,UPDATE_NODE,2519,0,2519,1800205,2519,104167.43271139341,153,6355,25442,144775,282851,397478,607313,1260076
93,1496816019,COUNT_LINK,1647,0,1647,1800015,1647,21179.02307225258,115,251,530,2804,106416,131909,272942,1201790
80,1496816019,ADD_NODE,908,0,908,1800321,908,84582.37334801762,1060,6616,17400,127047,257700,360099,565271,960924
38,1496816019,ADD_LINK,3004,0,3004,1800322,3004,73802.20872170439,1068,6772,14610,120384,233227,288005,658668,1174681
84,1496816019,UPDATE_LINK,2712,0,2712,1800339,2712,79295.63163716815,1134,7023,14920,124677,247755,352788,636908,1403156
34,1496816019,COUNT_LINK,1619,0,1619,1800210,1619,22410.80975911056,109,259,660,3486,102621,130645,340925,1013015
41,1496816019,UPDATE_LINK,2816,0,2816,1800003,2816,77650.92223011363,980,7175,15125,122899,248990,319083,643693,1119497
