2017-06-07 10:40:52 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-07 10:40:52  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-07 10:42:12  0  0      0 14613232  48624 1207260    0    0     0     0  453  859  0  0 100  0  0
2017-06-07 10:42:13  0  0      0 14613152  48624 1207260    0    0     0     0 1928 4788  3  0 97  0  0
2017-06-07 10:42:14  0  0      0 14612424  48624 1207260    0    0     0     0  886 1604  1  0 99  0  0
2017-06-07 10:42:15  0  0      0 14612688  48632 1207228    0    0     4    16 1246 2480  1  0 99  0  0
2017-06-07 10:42:16 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-07 10:42:16  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-07 10:42:16  0  0      0 14612828  48632 1207228    0    0     0     0  315  546  0  0 100  0  0
2017-06-07 10:42:17  0  0      0 14612752  48632 1207228    0    0     0     0 2187 4639  2  0 98  0  0
2017-06-07 10:42:18  1  0      0 14601832  48632 1207228    0    0     0     0  890 1594  1  0 99  0  0
2017-06-07 10:42:19  0  0      0 14614356  48632 1207212    0    0     0    32  582 1224  1  0 99  0  0
2017-06-07 10:42:20  0  0      0 14614356  48640 1207212    0    0     0    64  364  710  0  0 100  0  0
2017-06-07 10:42:21  0  0      0 14613736  48640 1207212    0    0     0     0  454  945  0  0 100  0  0
2017-06-07 10:42:22  0  0      0 14613364  48640 1207372    0    0   128     0  318  566  0  0 100  0  0
2017-06-07 10:42:23  0  0      0 14613396  48640 1207372    0    0     0     0  308  663  0  0 100  0  0
2017-06-07 10:42:24  0  0      0 14613364  48640 1207372    0    0     0     0  304  668  0  0 100  0  0
2017-06-07 10:42:25  0  0      0 14613396  48640 1207372    0    0     0     0  458 1068  0  0 99  0  0
2017-06-07 10:42:26  1  0      0 14613168  48640 1207372    0    0     0     0 1640 4470  2  0 98  0  0
2017-06-07 10:42:27  0  0      0 14613584  48648 1207364    0    0     0    44 3979 11538  4  1 96  0  0
2017-06-07 10:42:28  0  0      0 14613520  48648 1207376    0    0     0   116 1304 3095  1  0 99  0  0
2017-06-07 10:42:29  0  0      0 14613408  48648 1207376    0    0     0     0  638 1539  0  0 99  0  0
2017-06-07 10:42:30  0  0      0 14613440  48648 1207376    0    0     0     0 1436 3876  1  0 98  0  0
2017-06-07 10:42:31  0  0      0 14613672  48648 1207392    0    0     0     0 2327 6092  1  0 99  0  0
2017-06-07 10:42:32  0  0      0 14613672  48648 1207392    0    0     0     0  817 2017  1  0 99  0  0
2017-06-07 10:42:33  0  0      0 14613768  48656 1207392    0    0     0    64  834 1707  0  0 100  0  0
2017-06-07 10:42:34  0  0      0 14613640  48656 1207392    0    0     0     0  489  781  1  0 99  0  0
2017-06-07 10:42:35  0  0      0 14613608  48656 1207392    0    0     0     0  491  864  0  0 100  0  0
2017-06-07 10:42:36  0  0      0 14613608  48656 1207392    0    0     0     0  421  839  0  0 100  0  0
2017-06-07 10:42:37 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-07 10:42:37  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-07 10:42:37  1  0      0 14613608  48656 1207396    0    0     0     0  299  578  0  0 100  0  0
2017-06-07 10:42:38  0  0      0 14613600  48656 1207412    0    0     0     0  459  788  0  0 100  0  0
2017-06-07 10:42:39  1  0      0 14611552  48656 1207412    0    0     0     0  440  838  1  0 99  0  0
2017-06-07 10:42:40  0  0      0 14611520  48656 1207412    0    0     0     0  333  617  0  0 100  0  0
2017-06-07 10:42:41  0  0      0 14611676  48656 1207412    0    0     0     0  466  969  0  0 100  0  0
2017-06-07 10:42:42  0  0      0 14612580  48664 1207420    0    0     0    96 1128 2173  2  0 98  0  0
2017-06-07 10:42:43  0  0      0 14612380  48664 1207420    0    0     0    16  367 1091  0  0 100  0  0
2017-06-07 10:42:44  0  0      0 14612380  48664 1207420    0    0     0     0  197  393  0  0 100  0  0
2017-06-07 10:42:45  0  0      0 14612412  48664 1207420    0    0     0     0  334  670  0  0 100  0  0
2017-06-07 10:42:46  0  0      0 14611824  48664 1207424    0    0     0     0  437  847  0  0 100  0  0
2017-06-07 10:42:47  1  0      0 14611824  48672 1207424    0    0     0    48  327  603  0  0 100  0  0
2017-06-07 10:42:48  0  0      0 14611824  48672 1207424    0    0     0     0  905 1883  1  0 99  0  0
2017-06-07 10:42:49  1  0      0 14611624  48672 1207424    0    0     0     0 1769 4180  1  0 98  0  0
2017-06-07 10:42:50  1  0      0 14611904  48672 1207424    0    0     0     0 4191 10690  2  1 97  0  0
2017-06-07 10:42:51  0  0      0 14611640  48672 1207424    0    0     0     0 3921 10880  3  1 96  0  0
2017-06-07 10:42:52  0  0      0 14611824  48672 1207424    0    0     0     0  282  526  0  0 100  0  0
2017-06-07 10:42:53  0  0      0 14611824  48672 1207424    0    0     0    48  489 1080  0  0 100  0  0
2017-06-07 10:42:54  2  0      0 14507484  48816 1211292    0    0  4084     0 2619 3904 10  2 88  1  0
2017-06-07 10:42:55  1  1      0 14469304  48832 1214484    0    0  3088   172 2112 3372  7  1 92  0  0
2017-06-07 10:42:56  2  8      0 14342712  49188 1236600    0    0 20568  4256 6933 11155 13  2 72 13  0
2017-06-07 10:42:57  2  2      0 14266980  49668 1263256    0    0 21288  6032 5525 7970  7  2 63 28  0
2017-06-07 10:42:58 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-07 10:42:58  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-07 10:42:58  2 10      0 14182620  50024 1301740    0    0 20512 18724 7849 12929 10  2 65 23  0
2017-06-07 10:42:59  0  2      0 14052752  50228 1322976    0    0 13192 20692 12143 26456 13  3 59 25  0
2017-06-07 10:43:00  0  9      0 14000984  50428 1340256    0    0  9848 24516 12780 28377 14  3 65 19  0
2017-06-07 10:43:01  2  2      0 13967344  50664 1358868    0    0 10556 31848 13079 28689 16  2 65 17  0
2017-06-07 10:43:02  1  3      0 13950668  50864 1372932    0    0  9272 27580 8720 16319  9  2 71 18  0
2017-06-07 10:43:03  0  1      0 13933096  51064 1391196    0    0 11204 27780 6022 9783  6  1 74 19  0
2017-06-07 10:43:04  0 10      0 13899584  51240 1407744    0    0 10264 28112 5471 8740  5  1 79 15  0
2017-06-07 10:43:05  3  7      0 13882484  51404 1424076    0    0  9284 25300 5067 7683  4  1 78 18  0
2017-06-07 10:43:06  0  1      0 13864540  51528 1438420    0    0  8344 23024 4979 7174  5  1 74 20  0
2017-06-07 10:43:07  1  5      0 13851284  51680 1452620    0    0  7960 24240 4828 7164  4  1 77 18  0
2017-06-07 10:43:08  7  3      0 13840408  51808 1463224    0    0  6940 22600 4682 6646  4  1 80 15  0
2017-06-07 10:43:09  0  2      0 13821612  51952 1480564    0    0  9824 24748 5969 10137  8  1 74 17  0
2017-06-07 10:43:10  1  2      0 13801268  52104 1500216    0    0  9140 29648 4976 7448  5  1 77 17  0
2017-06-07 10:43:11  7  5      0 13807828  52280 1515540    0    0  9620 30992 8431 15006  8  1 74 17  0
2017-06-07 10:43:12  0  1      0 13793112  52456 1526868    0    0  9012 25032 4678 7404  4  1 82 13  0
2017-06-07 10:43:13  4  6      0 13766308  52672 1537388    0    0  8556 23808 9903 19939 10  4 74 13  0
2017-06-07 10:43:14  0  1      0 13755948  52988 1546872    0    0  6640 29012 6639 12813  7  1 82 10  0
2017-06-07 10:43:
