2017-06-08 09:37:04 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-08 09:37:04  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-08 09:37:43  0  0      0 7268656 242004 8054576    0    0     0    72 2401 5078  1  1 98  0  0
2017-06-08 09:37:44  0  0      0 7268596 242004 8054576    0    0     0     0 2006 3949  1  0 98  0  0
2017-06-08 09:37:45  0  0      0 7267868 242004 8054576    0    0     0    32 1592 3179  2  0 98  0  0
2017-06-08 09:37:46 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-08 09:37:46  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-08 09:37:46  4  0      0 7268132 242004 8054576    0    0     0     0 1230 2425  1  0 99  0  0
2017-06-08 09:37:47  0  0      0 7268468 242004 8054576    0    0     0     0 2720 5943  3  0 97  0  0
2017-06-08 09:37:48  0  0      0 7268344 242004 8054580    0    0     0     0  915 1960  1  0 99  0  0
2017-06-08 09:37:49  4  0      0 7268344 242004 8054580    0    0     0     0 1093 2393  1  0 99  0  0
2017-06-08 09:37:50  0  0      0 7268536 242004 8054580    0    0     0     0 2295 5372  2  0 98  0  0
2017-06-08 09:37:51  0  0      0 7268504 242004 8054580    0    0     0     0  585 1000  1  0 99  0  0
2017-06-08 09:37:52  0  0      0 7268344 242004 8054580    0    0     0     0  357  561  0  0 100  0  0
2017-06-08 09:37:53  0  0      0 7268312 242004 8054584    0    0     0     0  436  773  0  0 100  0  0
2017-06-08 09:37:54  0  0      0 7268312 242004 8054584    0    0     0     0  365  777  0  0 100  0  0
2017-06-08 09:37:55  0  0      0 7268312 242004 8054584    0    0     0     0  266  570  0  0 100  0  0
2017-06-08 09:37:56  3  0      0 7181896 242004 8054672    0    0    48     0 1615 2910  7  1 92  0  0
2017-06-08 09:37:57  5  0      0 7138940 242004 8054672    0    0     0   468 1338 2100  7  0 92  0  0
2017-06-08 09:37:58  0  1      0 7543232 242004 7542776    0    0    48 46788 5103 8883 19  4 75  3  0
2017-06-08 09:37:59  1  1      0 7399276 242004 7555616    0    0     8 65716 7362 14800 16  3 77  5  0
2017-06-08 09:38:00  0  1      0 7392588 242004 7562624    0    0     0 41396 7363 13306  7  2 87  4  0
2017-06-08 09:38:01  2  1      0 7360404 242004 7577924    0    0     0 60972 6218 12084  9  2 85  4  0
2017-06-08 09:38:02  6  1      0 7352400 242004 7586412    0    0     0 46552 6627 12020  7  2 87  4  0
2017-06-08 09:38:03  1  0      0 7310836 242004 7595840    0    0     0 55248 11080 23374 18  3 74  4  0
2017-06-08 09:38:04  0  1      0 7300488 242004 7603724    0    0     0 53800 7147 14302  9  2 85  5  0
2017-06-08 09:38:05  0  1      0 7279512 242004 7621168    0    0     0 72624 4858 9156 11  2 82  4  0
2017-06-08 09:38:06  0  2      0 7258244 242004 7642864    0    0     0 70404 7497 14862 13  3 79  5  0
2017-06-08 09:38:07 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-08 09:38:07  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-08 09:38:07  1  1      0 7243028 242004 7657192    0    0     0 73596 5496 9565 12  2 81  5  0
2017-06-08 09:38:08  6  1      0 7233236 242004 7666516    0    0     0 46836 5881 10171  7  2 86  5  0
2017-06-08 09:38:09  1  0      0 7220492 242004 7679600    0    0     0 57756 5313 9094  5  2 88  4  0
2017-06-08 09:38:10  5  0      0 7203732 242004 7699920    0    0     0 76852 4452 7942 14  1 80  5  0
2017-06-08 09:38:11  1  0      0 7188468 242004 7714244    0    0     0 58192 5796 10026  7  2 87  5  0
2017-06-08 09:38:12  6  1      0 7179036 242004 7730224    0    0     0 71776 5579 10598 12  2 82  4  0
2017-06-08 09:38:13  0  1      0 7156892 242004 7750892    0    0     0 66352 6086 10768  8  2 84  5  0
2017-06-08 09:38:14  2  2      0 7141996 242004 7761788    0    0     0 58004 5890 10119 12  2 81  5  0
2017-06-08 09:38:15  1  0      0 7129628 242008 7776484    0    0     4 55264 6066 10496  7  2 86  5  0
2017-06-08 09:38:16  2  1      0 7123344 242008 7786476    0    0     0 60024 5677 9559  8  1 86  5  0
2017-06-08 09:38:17  3  1      0 7112452 242012 7801296    0    0     4 75388 6465 12588 11  2 83  5  0
2017-06-08 09:38:18 14  1      0 7115144 242012 7821132    0    0     0 70120 7433 14241 14  2 78  6  0
2017-06-08 09:38:19  1  2      0 7103260 242012 7833164    0    0     0 77188 5797 10956 10  2 83  6  0
2017-06-08 09:38:20 17  1      0 7090952 242012 7850912    0    0     0 75036 7694 15580 14  2 78  6  0
2017-06-08 09:38:21  4  2      0 7074444 242012 7864444    0    0     0 78660 10106 22448 16  3 77  5  0
2017-06-08 09:38:22  2  1      0 7078488 242012 7874764    0    0     0 64432 7846 16405 18  3 74  5  0
2017-06-08 09:38:23  1  1      0 7082656 242012 7884696    0    0     0 79880 7162 14806 14  2 78  6  0
2017-06-08 09:38:24  0  1      0 7075368 242012 7900672    0    0     0 70480 8514 18968 12  3 80  5  0
2017-06-08 09:38:25  4  0      0 7070328 242012 7908368    0    0     0 64724 3697 6678  8  1 86  5  0
2017-06-08 09:38:26  1  1      0 7062092 242012 7924400    0    0     0 69136 9254 20091 20  3 73  4  0
2017-06-08 09:38:27  1  0      0 7041068 242012 7945488    0    0     0 80964 6665 13087 12  2 80  6  0
2017-06-08 09:38:28 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-08 09:38:28  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-08 09:38:28  1  2      0 7028584 242012 7954020    0    0     0 76316 4913 8988 10  1 84  5  0
2017-06-08 09:38:29  1  0      0 7005340 242012 7976128    0    0     0 71584 5315 9195 10  2 83  5  0
2017-06-08 09:38:30  4  2      0 6967296 242012 7987484    0    0     0 72512 4073 6828  8  2 86  4  0
2017-06-08 09:38:31  1  1      0 6947104 242016 8009724    0    0     4 79912 5916 10460 16  2 77  5  0
2017-06-08 09:38:32  1  1      0 6926920 242016 8029048    0    0     0 87000 5331 8815 13  2 79  6  0
2017-06-08 09:38:33  1  0      0 6914388 242016 8039896    0    0     0 69588 5917 10031 10  2 83  5  0
2017-06-08 09:38:34  0  1      0 6902060 242016 8056484    0    0     0 80176 5257 9705  9  1 84  5  0
2017-06-08 09:38:35 22  1      0 6876860 242016 8081888    0    0     0 84812 6368 12663 13  2 79  6  0
2017-06-08 09:38:36  5  0      0 6863008 242016 8101436    0    0     0 78120 7429 16092 14  3 78  6  0
2017-06-08 09:38:37  1  1      0 6848620 242016 8118416    0    0     0 70924 4486 7972 10  2 83  6  0
2017-06-08 09:38:38  0  1      0 6840876 242016 8130160    0    0     0 75248 4514 8033  9  1 85  5  0
2017-06-08 09:38:39  0  1      0 6823380 242016 8151508    0    0     0 81348 6214 10472 13  2 79  6  0
2017-06-08 09:38:40 11  1      0 6820288 242016 8160184    0    0     0 80460 5431 9454 11  2 83  5  0
2017-06-08 09:38:41  0  1      0 6811916 242016 8172884    0    0     0 74916 5096 9793 11  2 81  5  0
2017-06-08 09:38:42  0  1      0 6801212 242016 8185916    0    0     0 85080 5343 10447 10  2 83  5  0
2017-06-08 09:38:43  1  0      0 6793672 242016 8199272    0    0     0 74848 4918 8725 13  2 81  5  0
2017-06-08 09:38:44  1  0      0 6782308 242016 8211080    0    0     0 77500 4376 7521  7  1 85  6  0
2017-06-08 09:38:45  0  1      0 6766352 242016 8226848    0    0     0 65700 5603 9954 11  2 81  6  0
2017-06-08 09:38:46  0  2      0 6750356 242016 8243920    0    0     0 65308 5765 9509  7  2 86  5  0
2017-06-08 09:38:47  1  1      0 6733468 242020 8258772    0    0     4 72508 4129 6605  9  1 84  6  0
2017-06-08 09:38:48  3  0      0 6715480 242020 8279564    0    0     0 77324 4703 8009  8  1 84  6  0
2017-06-08 09:38:49 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-08 09:38:49  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-08 09:38:49  6  1      0 6694344 242020 8303404    0    0     0 92776 5225 9149 13  2 78  7  0
2017-06-08 09:38:50  3  0      0 6687352 242020 8314040    0    0     0 72036 4659 7950  9  1 85  5  0
2017-06-08 09:38:51  5  1      0 6675124 242024 8326548    0    0     4 77460 4419 7133  9  1 84  6  0
2017-06-08 09:38:52  2  0      0 6662280 242036 8343408    0    0     8 88932 5645 10056 12  2 79  7  0
2017-06-08 09:38:53  4  1      0 6653552 242036 8356496    0    0     0 77696 5290 9155 12  1 81  6  0
2017-06-08 09:38:54  2  1      0 6642572 242036 8369184    0    0     0 82528 6891 13305 12  2 79  7  0
2017-06-08 09:38:55  1  1      0 6638580 242036 8374868    0    0     0 65128 10011 21312 16  3 76  4  0
2017-06-08 09:38:56  4  0      0 6635320 242036 8381800    0    0     0 71232 8490 19487 15  3 78  4  0
2017-06-08 09:38:57  9  1      0 6616024 242036 8403980    0    0     0 85896 8260 18118 15  2 76  7  0
2017-06-08 09:38:58  2  1      0 6609532 242036 8409768    0    0     0 72028 8105 17018 14  2 79  4  0
2017-06-08 09:38:59  1  3      0 6583560 242036 8419100    0    0   448 78960 8538 17922 15  2 77  6  0
2017-06-08 09:39:00  0  1      0 6568804 242036 8430392    0    0  1344 68908 9756 19605 17  3 73  8  0
2017-06-08 09:39:01  2  0      0 6524500 242036 8440200    0    0   928 57624 7615 13143 10  2 82  6  0
2017-06-08 09:39:02  0  1      0 6514276 242036 8444916    0    0   656 48732 9889 20518 12  2 79  6  0
2017-06-08 09:39:03  4  0      0 6461316 242036 8459180    0    0   832 64928 9717 18719 11  3 81  6  0
2017-06-08 09:39:04  0  1      0 6457000 242036 8459972    0    0   384 39028 7219 15543  9  2 84  6  0
2017-06-08 09:39:05  2  1      0 6440652 242036 8474680    0    0   752 67864 9066 18032 11  2 81  6  0
2017-06-08 09:39:06  0  1      0 6449204 242036 8483528    0    0   624 46668 9738 22106 10  3 81  6  0
2017-06-08 09:39:07  0  1      0 6442060 242036 8489868    0    0  1392 54644 5507 9561  8  2 84  7  0
2017-06-08 09:39:08  0  1      0 6414484 242040 8500632    0    0   944 57868 11993 25293 13  3 77  7  0
2017-06-08 09:39:09  0  1      0 6409692 242040 8505820    0    0   560 40524 5542 8825  8  2 85  6  0
2017-06-08 09:39:10 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-08 09:39:10  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-08 09:39:10  1  1      0 6402484 242040 8511500    0    0   512 63068 6396 10490  7  2 86  6  0
2017-06-08 09:39:11  1  1      0 6387524 242040 8524124    0    0   176 48948 7445 14342  8  2 84  6  0
2017-06-08 09:39:12  1  1      0 6387732 242040 8524764    0    0   304 30048 9768 19189  7  2 87  4  0
2017-06-08 09:39:13  0  1      0 6385552 242040 8527048    0    0    32 49420 4095 6548  1  1 93  5  0
2017-06-08 09:39:14  0  1      0 6376912 242040 8535920    0    0   416 62376 9199 19460 12  3 79  6  0
2017-06-08 09:39:15  0  1      0 6367956 242040 8544820    0    0   832 46752 4642 8117  8  2 84  7  0
2017-06-08 09:39:16  0  2      0 6361684 242040 8550596    0    0   912 47608 6283 12363  8  2 83  8  0
2017-06-08 09:39:17  7  2      0 6353364 242040 8556328    0    0   864 55040 10027 22379 13  3 79  5  0
2017-06-08 09:39:18  0  1      0 6349164 242040 8561828    0    0  1056 44156 8193 16318 10  2 82  6  0
2017-06-08 09:39:19  1  2      0 6343464 242040 8567212    0    0   800 51088 9544 18715  9  2 82  7  0
2017-06-08 09:39:20  2  1      0 6339836 242040 8572236    0    0   208 41484 8803 17704  7  2 83  8  0
2017-06-08 09:39:21  0  1      0 6328944 242040 8581156    0    0   496 52556 5197 8480  6  2 86  6  0
2017-06-08 09:39:22  1  1      0 6327744 242040 8582136    0    0   400 49916 11077 22243  9  2 79  9  0
2017-06-08 09:39:23  2  1      0 6319976 242040 8590720    0    0   672 45252 8953 19069 10  3 82  6  0
2017-06-08 09:39:24  1  2      0 6321352 242040 8592820    0    0   256 42348 8761 16579  7  2 82  9  0
2017-06-08 09:39:25  1  1      0 6317944 242040 8592892    0    0   240 40668 8906 17898  7  3 82  8  0
2017-06-08 09:39:26  0  1      0 6308340 242040 8602284    0    0   976 49572 6705 12211  9  2 82  7  0
2017-06-08 09:39:27  0  1      0 6307868 242040 8606968    0    0   384 59288 3904 6242  4  1 89  5  0
2017-06-08 09:39:28 25  1      0 6315652 242040 8611368    0    0   320 42856 4236 6497  4  1 88  6  0
2017-06-08 09:39:29  1  1      0 6312424 242040 8615444    0    0    80 56804 5020 9104  5  2 88  5  0
2017-06-08 09:39:30  0  1      0 6304036 242040 8623880    0    0     0 58552 3833 6173  4  1 90  5  0
2017-06-08 09:39:31 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-08 09:39:31  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-08 09:39:31  4  0      0 6298600 242040 8628520    0    0     0 53824 3756 5885  4  1 90  5  0
2017-06-08 09:39:32  0  1      0 6290944 242040 8637140    0    0     0 58416 3455 5263  4  1 90  5  0
2017-06-08 09:39:33  1  0      0 6282812 242040 8645528    0    0     0 54332 2997 4406  2  1 93  4  0
2017-06-08 09:39:34  0  1      0 6274124 242040 8653700    0    0     0 51916 2105 3374  3  1 93  3  0
2017-06-08 09:39:35  1  0      0 6266152 242044 8661908    0    0     0 53728 3062 5571  3  1 93  3  0
2017-06-08 09:39:36  2  0      0 6247168 242044 8666628    0    0     0 48928 8237 19292 10  3 84  3  0
2017-06-08 09:39:37  1  0      0 6243420 242044 8670912    0    0     0 44380 7436 17120 10  2 85  3  0
2017-06-08 09:39:38  1  0      0 6238272 242044 8675224    0    0     0 49656 4013 8695  6  1 90  3  0
2017-06-08 09:39:39  1  0      0 6229616 242044 8683312    0    0     0 53632 5964 13718  8  2 88  3  0
2017-06-08 09:39:40  1  0      0 6226856 242044 8687860    0    0     0 49444 7189 16365  9  2 86  3  0
2017-06-08 09:39:41  5  0      0 6214020 242044 8700148    0    0     0 56704 3016 6075  4  1 92  3  0
2017-06-08 09:39:42  3  0      0 6210260 242044 8704352    0    0     0 43248 8580 18776 10  3 85  2  0
2017-06-08 09:39:43  1  1      0 6202128 242044 8712956    0    0     0 42924 3939 8928  7  1 89  2  0
2017-06-08 09:39:44  0  1      0 6193516 242044 8721152    0    0     0 45924 1705 3117  4  0 93  2  0
2017-06-08 09:39:45  1  1      0 6189320 242044 8729544    0    0     0 50976 1811 3556  4  1 93  3  0
2017-06-08 09:39:46  1  0      0 6184480 242044 8734088    0    0     0 46584 1806 3543  4  1 93  2  0
2017-06-08 09:39:47  1  0      0 6180072 242044 8738288    0    0     0 46112 1818 3414  3  1 94  2  0
2017-06-08 09:39:48  1  0      0 6175932 242044 8742516    0    0     0 44988 1655 3669  4  1 93  2  0
2017-06-08 09:39:49  1  0      0 6171800 242044 8750604    0    0     0 51424 2288 4196  4  1 93  2  0
2017-06-08 09:39:50  0  0      0 6526296 242044 8750744    0    0     0 38872 3293 7115  3  1 95  2  0
2017-06-08 09:39:51  0  0      0 6525264 242044 8750744    0    0     0  7048 6758 16431  6  1 92  0  0
2017-06-08 09:39:52 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-08 09:39:52  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-08 09:39:52  1  0      0 6525636 242044 8750748    0    0     0  6984 5621 14484  6  1 92  0  0
2017-06-08 09:39:53  0  0      0 6525876 242044 8750748    0    0     0 13404  782 1874  0  0 99  0  0
2017-06-08 09:39:54  1  1      0 6525844 242044 8750752    0    0     0 26332  837 2112  1  0 98  1  0
2017-06-08 09:39:55  0  0      0 6525852 242044 8750760    0    0     0 11488  744 1713  0  0 99  0  0
2017-06-08 09:39:56  0  0      0 6525852 242044 8750760    0    0     0  6908  890 1700  0  0 99  0  0
2017-06-08 09:39:57  0  0      0 6525844 242044 8750760    0    0     0 13548 1579 2862  1  1 97  1  0
2017-06-08 09:39:58  0  0      0 6527668 242044 8750696    0    0     0  6964 7161 17821  7  1 91  1  0
2017-06-08 09:39:59  0  0      0 6527484 242044 8750664    0    0     0  6972 1668 3502  1  0 98  1  0
2017-06-08 09:40:00  0  0      0 6544244 242044 8750664    0    0     0  7040 2918 6552  2  1 96  1  0
2017-06-08 09:40:01  5  0      0 6543896 242044 8750608    0    0     0  6856 1752 3349  1  0 98  1  0
2017-06-08 09:40:02  1  1      0 6532172 242044 8750612    0    0     0  6192 1287 2291  0  0 99  1  0
2017-06-08 09:40:03  1  1      0 6524560 242044 8750456    0    0     0  4256 9704 24177 11  2 86  0  0
2017-06-08 09:40:04  2  1      0 6526132 242044 8750424    0    0     0  7012 4983 11669  5  1 93  1  0
2017-06-08 09:40:05  0  0      0 6526332 242044 8750428    0    0     0 14544 3112 5686  2  1 95  2  0
2017-06-08 09:40:06  0  0      0 6526100 242044 8750428    0    0     0  6936 1388 2402  1  0 98  1  0
2017-06-08 09:40:07  0  0      0 6525808 242044 8750436    0    0     0  6904 4976 12022  4  1 93  1  0
2017-06-08 09:40:08  0  0      0 6526160 242044 8750436    0    0     0  6956 3116 7305  3  1 95  1  0
2017-06-08 09:40:09  2  1      0 6526192 242044 8750436    0    0     0  6004 2189 4629  1  1 97  1  0
2017-06-08 09:40:10  2  1      0 6527116 242044 8750308    0    0     0  3252 6118 15397  7  2 92  0  0
2017-06-08 09:40:11  0  0      0 6526912 242044 8750288    0    0     0  4876 1079 1755  0  0 99  1  0
2017-06-08 09:40:12  1  0      0 6526812 242044 8750288    0    0     0  6840 4879 11823  6  1 93  1  0
2017-06-08 09:40:13 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-08 09:40:13  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-08 09:40:13  1  0      0 6527504 242044 8750288    0    0     0  6916 5491 13715  6  1 92  1  0
2017-06-08 09:40:14  1  0      0 6527440 242044 8750256    0    0     0  6928 1150 1850  1  0 98  1  0
2017-06-08 09:40:15  0  1      0 6526208 242044 8750320    0    0     0 19496 6662 14497  5  2 91  2  0
2017-06-08 09:40:16  0  0      0 6525356 242044 8750320    0    0     0  2796 2763 6424  2  1 97  1  0
2017-06-08 09:40:17  1  0      0 6525332 242044 8750320    0    0     0  6872 2362 4958  2  1 96  1  0
2017-06-08 09:40:18  0  0      0 6525408 242044 8750288    0    0     0  6924 6181 15252  6  1 91  1  0
2017-06-08 09:40:19  0  0      0 6542660 242044 8750228    0    0     0  6932 2962 6930  2  1 96  1  0
2017-06-08 09:40:20  0  0      0 6542724 242044 8750152    0    0     0  7076 2911 6121  2  1 97  1  0
2017-06-08 09:40:21  0  0      0 6542568 242044 8750136    0    0     0  6800 1221 1937  1  0 98  1  0
2017-06-08 09:40:22  0  0      0 6542864 242044 8750136    0    0     0  6688 1153 1711  1  0 98  1  0
2017-06-08 09:40:23  0  1      0 6542460 242044 8750168    0    0     0  6336 3313 6938  2  1 96  1  0
2017-06-08 09:40:24  1  1      0 6542600 242044 8750184    0    0     0  2348 4427 10516  3  1 96  0  0
2017-06-08 09:40:25  0  0      0 6542568 242044 8750216    0    0     0 21180 2745 3698  1  0 96  3  0
2017-06-08 09:40:26  0  0      0 6542844 242044 8750216    0    0     0  6520 1792 3014  1  0 98  1  0
2017-06-08 09:40:27  0  1      0 6542660 242044 8750244    0    0     0  3880  638  939  0  0 99  1  0
2017-06-08 09:40:28  0  0      0 6542508 242044 8750280    0    0     0  2616  571  918  0  0 99  0  0
2017-06-08 09:40:29  0  0      0 6542472 242044 8750352    0    0     0  6564  987 1419  0  0 98  1  0
2017-06-08 09:40:30  0  0      0 6542472 242044 8750320    0    0     0  6512 1135 1597  0  0 98  1  0
2017-06-08 09:40:31  0  0      0 6542504 242044 8750320    0    0     0  6516 1163 1612  1  0 98  1  0
2017-06-08 09:40:32  0  0      0 6542408 242044 8750320    0    0     0  6484 1181 1693  2  1 97  1  0
2017-06-08 09:40:33  0  0      0 6542376 242044 8750320    0    0     0  6268 1016 1204  0  0 98  1  0
2017-06-08 09:40:34 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2017-06-08 09:40:34  r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2017-06-08 09:40:34  1  0      0 6542448 242044 8750320    0    0     0   596  501  844  0  0 99  0  0
2017-06-08 09:40:35  0  0      0 6542376 242044 8750320    0    0     0     0  351  694  0  0 100  0  0
2017-06-08 09:40:36  0  0      0 6542376 242044 8750320    0    0     0    16  192  361  0  0 100  0  0
2017-06-08 09:40:37  0  0      0 6542184 242044 8750320    0    0     0     0  324  615  0  0 100  0  0
2017-06-08 09:40:38  0  0      0 6542376 242044 8750324    0    0     0     0  108  156  0  0 100  0  0
2017-06-08 09:40:39  0  0      0 6542376 242048 8750324    0    0     0     4  165  218  0  0 100  0  0
201
